level_0,Action,Documentary,Adventure,Comedy,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Animation,Language,combined_features,title,id,popularity,keywords,index
178218,,,,,,,Fantasy,,,Music,,,,,,,,Animation,Foreign,      Fantasy   Music        Animation Foreign sheriff indian territory mouse desert family falling off train ,An American Tail: Fievel Goes West,10380,39.829,sheriff indian territory mouse desert family falling off train ,3061
178219,,,,,Drama,,,,Horror,,,,,,Thriller,,,,Foreign,    Drama    Horror      Thriller    Foreign virgin highway police hell rescue devil dog desert engaged couple eloping couple ,Highway to Hell,16191,10.546,virgin highway police hell rescue devil dog desert engaged couple eloping couple ,3062
178226,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English dead wish vampire black humor uncle eccentric werewolf macabre loan shark accountant ,The Addams Family,2907,45.87,dead wish vampire black humor uncle eccentric werewolf macabre loan shark accountant ,3063
178227,,,,,,,,,,,,,Science Fiction,,,,,,English,            Science Fiction      English river thames wheelchair forbidden love marriage based on play or musical wealth taboo incest brother sister relationship ,Close My Eyes,53896,17.975,river thames wheelchair forbidden love marriage based on play or musical wealth taboo incest brother sister relationship ,3064
178262,,Documentary,,,Drama,,,,,,,,,,,,,,English, Documentary   Drama              English neighbor writing class makeup artist camper cosmetologist tuba father daughter relationship ,My Girl,4032,24.855,neighbor writing class makeup artist camper cosmetologist tuba father daughter relationship ,3065
178283,Action,,Adventure,Comedy,,Family,,,,,,,,,,,,Animation,English,,Sex and Zen,45491,27.008,,3066
178284,,Documentary,,,,,,,,,,,,,,,,,Foreign," Documentary                 Foreign samurai katana exploitation los angeles, california buddy cop ",Samurai Cop,65374,10.915,"samurai katana exploitation los angeles, california buddy cop ",3067
178285,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English martial arts based on manga ,Dragon Ball: The Magic Begins,68810,20.54,martial arts based on manga ,3068
178336,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign farewell federation peace conference uss enterprise-a rura penthe starship spacecraft court case teleportation peace contract plan conspiracy political assassination space opera mentor protégé relationship environmental disaster outer space ,Star Trek VI: The Undiscovered Country,174,10.181,farewell federation peace conference uss enterprise-a rura penthe starship spacecraft court case teleportation peace contract plan conspiracy political assassination space opera mentor protégé relationship environmental disaster outer space ,3069
178362,,,,Comedy,,Family,,,,,,,,TV Movie,,,,,Foreign,   Comedy  Family        TV Movie     Foreign casino hotel hitman biography psychopath romance mafia money hollywood las vegas hoodlum 1940s ,Bugsy,10337,13.842,casino hotel hitman biography psychopath romance mafia money hollywood las vegas hoodlum 1940s ,3070
178371,,,,Comedy,,,,,,,,,,,,,,,Foreign,"   Comedy               Foreign fire hologram alien los angeles, california creature elevator shaft aftercreditsstinger woman director alien creature ",Critters 3,12702,17.773,"fire hologram alien los angeles, california creature elevator shaft aftercreditsstinger woman director alien creature ",3071
178378,,,,,Drama,,,,,,,,,,,,,,English,    Drama              English based on novel or book writing hallucination writer bug illegal drugs exterminator beat generation ,Naked Lunch,2742,14.608,based on novel or book writing hallucination writer bug illegal drugs exterminator beat generation ,3072
178402,,,Adventure,,,,,,,,,,,,Thriller,,,,Foreign,  Adventure            Thriller    Foreign android world war ii future time travel ufo kaiju king ghidorah nuclear submarine godzilla ,Godzilla vs. King Ghidorah,36679,14.678,android world war ii future time travel ufo kaiju king ghidorah nuclear submarine godzilla ,3073
178445,,,Adventure,,,Family,Fantasy,,Horror,,,,,,,,,Animation,English,"  Adventure   Family Fantasy  Horror         Animation English wedding planner bride son-in-law father-in-law fool daughter remake los angeles, california wedding father daughter relationship ",Father of the Bride,11846,15.202,"wedding planner bride son-in-law father-in-law fool daughter remake los angeles, california wedding father daughter relationship ",3074
178460,,Documentary,,,,,,,,,,,,,,,,,English," Documentary                 English assassination cia homophobia new orleans, louisiana vietnam war john f. kennedy investigation politics government historical figure president conspiracy district attorney death kennedy assassination usa history 1960s courtroom drama legal thriller ",JFK,820,21.265,"assassination cia homophobia new orleans, louisiana vietnam war john f. kennedy investigation politics government historical figure president conspiracy district attorney death kennedy assassination usa history 1960s courtroom drama legal thriller ",3075
178491,,,,,,,,,,,,,,,,,,,English,"                  English adultery earthquake hope grand canyon arrest friendship los angeles, california mugger kindness ",Grand Canyon,13697,9.029,"adultery earthquake hope grand canyon arrest friendship los angeles, california mugger kindness ",3076
178499,,,,,Drama,,,History,,,,,,,,,,,English,    Drama   History           English american football suicide attempt trainer twin sister suppressed past childhood trauma dysfunctional family psychiatrist extramarital affair woman director ,The Prince of Tides,10333,16.229,american football suicide attempt trainer twin sister suppressed past childhood trauma dysfunctional family psychiatrist extramarital affair woman director ,3077
178510,,,,Comedy,,,,,,,,,,,,,,,Foreign,   Comedy               Foreign southern usa based on novel or book alabama cafe bee nursing home tomboy ,Fried Green Tomatoes,1633,16.549,southern usa based on novel or book alabama cafe bee nursing home tomboy ,3078
178648,,,,,Drama,,,,,,,,Science Fiction,,,,,,Foreign,    Drama        Science Fiction      Foreign swordplay wuxia ,New Dragon Gate Inn,40213,12.111,swordplay wuxia ,3079
178650,,,,,Drama,,,,,,,Romance,,,,,,,Foreign,    Drama       Romance       Foreign spacecraft space travel satire parody alien lgbt short film ,Gayniggers from Outer Space,33380,9.891,spacecraft space travel satire parody alien lgbt short film ,3080
178736,,,,,Drama,,,,,,Mystery,,,,Thriller,,,,Foreign,,Erotic Ghost Story III,105825,14.89,,3081
178751,,,Adventure,Comedy,Drama,,,,,,,,,,,,,,Foreign,  Adventure Comedy Drama              Foreign black magic ,Evil Black Magic,107807,12.673,black magic ,3082
179679,,,,,,,,,,,,,,,,,,Animation,English,                 Animation English japan prostitute opium yakuza sadomasochism drugs bdsm pink film erotic movie ,Tokyo Decadence,15802,12.348,japan prostitute opium yakuza sadomasochism drugs bdsm pink film erotic movie ,3083
179688,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English live action and animation ,Evil Toons,30785,9.89,live action and animation ,3084
179704,,,,,,,,,,,,,Science Fiction,,,,,,English,            Science Fiction      English loss of loved one nanny destroy family's daily life infant rage and hate malice childlessness desire to have children child ,The Hand that Rocks the Cradle,11087,15.997,loss of loved one nanny destroy family's daily life infant rage and hate malice childlessness desire to have children child ,3085
179705,,,,,,,,,Horror,,,Romance,,,Thriller,,,,English,        Horror   Romance   Thriller    English dance police protection organized crime breaking the fourth wall gunfight ,Kuffs,14603,10.819,dance police protection organized crime breaking the fourth wall gunfight ,3086
179735,,,,Comedy,Drama,,,,,,Mystery,Romance,,,,,,,English,   Comedy Drama      Mystery Romance       English chess chess champion ,Knight Moves,5765,10.119,chess chess champion ,3087
179747,Action,,Adventure,,Drama,,,,,,,,,,,,,,English,Action  Adventure  Drama              English mistaken identity martial arts master pianist twins concert pianist ,Twin Dragons,18764,20.634,mistaken identity martial arts master pianist twins concert pianist ,3088
179760,,,,,,,,,,,,,,,,,,Animation,English,                 Animation English based on novel or book future chase time travel post-apocalyptic future dystopia immortality ,Freejack,9278,11.179,based on novel or book future chase time travel post-apocalyptic future dystopia immortality ,3089
179761,,,,Comedy,,,,,,,,,,,,,,,English,   Comedy               English street gang black people rap music hip-hop ,Juice,16136,15.454,street gang black people rap music hip-hop ,3090
179784,,,Adventure,,Drama,,,History,,,,,,,,,,,Foreign,  Adventure  Drama   History           Foreign traitor jewelry psychopath thief heist betrayal mystery escape gang plan gone wrong cult film nonlinear timeline warehouse told in flashback heist gone wrong botched robbery foreshadowing rendezvous iconic set in one room uneasy alliance rag tag group shared universe based on short film ,Reservoir Dogs,500,33.227,traitor jewelry psychopath thief heist betrayal mystery escape gang plan gone wrong cult film nonlinear timeline warehouse told in flashback heist gone wrong botched robbery foreshadowing rendezvous iconic set in one room uneasy alliance rag tag group shared universe based on short film ,3091
179787,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign based on novel or book age difference lolita virgin arranged marriage vietnam forbidden love lover indochina love sexual attraction loss of virginity statutory rape older man younger woman relationship lust desire cult film sexual awakening 1920s ,The Lover,10995,26.55,based on novel or book age difference lolita virgin arranged marriage vietnam forbidden love lover indochina love sexual attraction loss of virginity statutory rape older man younger woman relationship lust desire cult film sexual awakening 1920s ,3092
179825,,,,,,,,,,,,Romance,,,,,,,English,           Romance       English sequel possession priest corn harvest ,Children of the Corn II: The Final Sacrifice,25748,25.796,sequel possession priest corn harvest ,3093
179846,,,,Comedy,,,,,,,,,,,,,,,Foreign,   Comedy               Foreign germany based on novel or book nazi double agent ,Shining Through,31962,13.551,germany based on novel or book nazi double agent ,3094
179927,,,,Comedy,,,,,,,,,,,,,,,Foreign,   Comedy               Foreign infidelity gangster sister murder arson lust psychiatrist extramarital affair treatment neo-noir erotic thriller ,Final Analysis,4823,16.722,infidelity gangster sister murder arson lust psychiatrist extramarital affair treatment neo-noir erotic thriller ,3095
179937,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English medicine ant research amazon cancer jungle doctor falling in love medical research opposites attract amazon rainforest cure rainforest ,Medicine Man,9096,10.191,medicine ant research amazon cancer jungle doctor falling in love medical research opposites attract amazon rainforest cure rainforest ,3096
179984,,,,,,Family,,,,,,Romance,,,,,,,Foreign,     Family      Romance       Foreign heavy metal television producer buddy woman director ,Wayne's World,8872,20.068,heavy metal television producer buddy woman director ,3097
180051,,,,Comedy,Drama,,,,,,,,,,,,,,Foreign,"   Comedy Drama              Foreign submachine gun police gunfight los angeles, california criminal buddy cop 1990s street shootout ",Stop! Or My Mom Will Shoot,9876,15.592,"submachine gun police gunfight los angeles, california criminal buddy cop 1990s street shootout ",3098
180057,,,,,,,,,,,,Romance,,,,,,,Foreign,           Romance       Foreign california stepfather german shepherd physical abuse flying machine abuse 1960s brother brother relationship ,Radio Flyer,20763,9.006,california stepfather german shepherd physical abuse flying machine abuse 1960s brother brother relationship ,3099
180059,,Documentary,,,,,,,,Music,,,,,,,,,English, Documentary        Music         English adultery italian husband wife relationship infidelity shower ecstasy massage fellatio inheritance sexual attraction unfaithfulness anal sex cross dressing lust extramarital affair sexual desire trophy wife ,All Ladies Do It,37265,21.293,adultery italian husband wife relationship infidelity shower ecstasy massage fellatio inheritance sexual attraction unfaithfulness anal sex cross dressing lust extramarital affair sexual desire trophy wife ,3100
180094,,,,Comedy,Drama,,,,,,,Romance,,,,,,,Foreign,"   Comedy Drama       Romance       Foreign london, england sibling relationship based on novel or book empowerment sister class differences english countryside turn of the century edwardian england early 1900s wealthy family sister sister relationship ",Howards End,8293,10.125,"london, england sibling relationship based on novel or book empowerment sister class differences english countryside turn of the century edwardian england early 1900s wealthy family sister sister relationship ",3101
180104,,,,,Drama,,,,,,,Romance,,,,,,,Foreign,    Drama       Romance       Foreign invisible person ,Memoirs of an Invisible Man,2687,9.594,invisible person ,3102
180159,,,,,,,,,,,,,,,,,,,English,                  English skinhead resistance immigrant nazi right wing extremism psychopath cult film white supremacists ,Romper Stomper,10412,14.051,skinhead resistance immigrant nazi right wing extremism psychopath cult film white supremacists ,3103
180160,,,,,,,,,,,,,,,,,,Animation,English,                 Animation English dream technology chimp manipulation botanist virtual reality revenge lemonade cyberpunk scientist cyberspace surveillance based on short story intelligent world domination supernatural power ,The Lawnmower Man,10163,20.618,dream technology chimp manipulation botanist virtual reality revenge lemonade cyberpunk scientist cyberspace surveillance based on short story intelligent world domination supernatural power ,3104
180173,,Documentary,,,,,,,,,,,,,,,,,English," Documentary                 English chicago, illinois boxer fistfight sports blood splatter tournament racial tension boxing ",Gladiator,16219,14.897,"chicago, illinois boxer fistfight sports blood splatter tournament racial tension boxing ",3105
180185,,,,,Drama,,,,,,,,,TV Movie,,,,,English,    Drama         TV Movie     English martial arts alien based on manga martial artist super power shounen anime shonen shonen jump dragon ball dragon ball z akira toriyama shounen jump ,Dragon Ball Z: The Return of Cooler,39103,89.704,martial arts alien based on manga martial artist super power shounen anime shonen shonen jump dragon ball dragon ball z akira toriyama shounen jump ,3106
180186,,,,Comedy,,,,,,,,,,,,,,,Foreign,,Doraemon: Nobita and the Kingdom of Clouds,134162,41.284,,3107
180225,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign prison southern usa suspicion cousin court lawyer wrongful arrest courtroom drama ,My Cousin Vinny,10377,14.193,prison southern usa suspicion cousin court lawyer wrongful arrest courtroom drama ,3108
180229,,,,,,,Fantasy,,,,,,,,,War,,Animation,English,      Fantasy         War  Animation English prison juvenile prison jail east los angeles hood gang racism mexican american lowrider ,American Me,13199,12.632,prison juvenile prison jail east los angeles hood gang racism mexican american lowrider ,3109
180282,,,Adventure,Comedy,,Family,,,,,,,,,,,,Animation,English,"  Adventure Comedy  Family            Animation English california sexual obsession san francisco, california detective jealousy eroticism suspicion of murder bisexuality dying and death dangerous lover striptease sadism police psychopath celebrity femme fatale sociopath dead neo-noir erotic thriller ",Basic Instinct,402,43.013,"california sexual obsession san francisco, california detective jealousy eroticism suspicion of murder bisexuality dying and death dangerous lover striptease sadism police psychopath celebrity femme fatale sociopath dead neo-noir erotic thriller ",3110
180284,Action,,,,,,,,,,,,,,Thriller,,,,Foreign,Action              Thriller    Foreign theater play backstage ,Noises Off...,26670,9.368,theater play backstage ,3111
180324,,,,,Drama,,,,,,,,,,,,,,Foreign,"    Drama              Foreign white trash male friendship friendship sports basketball racial segregation streetball jeopardy los angeles, california buddy hoodlum confidence artist hustling ",White Men Can't Jump,10158,16.266,"white trash male friendship friendship sports basketball racial segregation streetball jeopardy los angeles, california buddy hoodlum confidence artist hustling ",3112
180331,,,,,,,,,,Music,,,,,,,,,Foreign,         Music         Foreign africa based on novel or book shower chicken apartheid bullying boxing ,The Power of One,13823,11.202,africa based on novel or book shower chicken apartheid bullying boxing ,3113
180332,,,,,,,,,Horror,,,,,,,,,,English,        Horror          English olympic games sports romantic comedy skating figure skating winter olympics ,The Cutting Edge,16562,17.496,olympic games sports romantic comedy skating figure skating winter olympics ,3114
180333,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign sports corporate stepson cross dressing football (soccer) kids’ sports team ,Ladybugs,19087,9.305,sports corporate stepson cross dressing football (soccer) kids’ sports team ,3115
180393,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English based on novel or book movie business screenwriter homicide blackmail hollywood death threat movie mogul movie studio studio executive ,The Player,10403,12.227,based on novel or book movie business screenwriter homicide blackmail hollywood death threat movie mogul movie studio studio executive ,3116
180394,,,,,Drama,,,,,,,Romance,,,,,,,Foreign,    Drama       Romance       Foreign puppy st. bernard family ,Beethoven,11806,21.581,puppy st. bernard family ,3117
180395,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English fbi past sioux native american native american reservation ,Thunderheart,12395,12.121,fbi past sioux native american native american reservation ,3118
180448,,,,,Drama,,,,,,,,,,,,,,Foreign,,Fight Back to School 2,53165,13.472,,3119
180460,,,,,,,,,,,,,,,,,,,English,                  English killing based on novel or book black humor incest morphing ,Sleepwalkers,11428,18.802,killing based on novel or book black humor incest morphing ,3120
180461,,,,,,,,,,Music,,Romance,,,,,,,Foreign,         Music  Romance       Foreign juvenile crime child empowerment brawl boy singer name change slingshot juvenile detention center 19th century newsboy ,Newsies,15300,9.441,juvenile crime child empowerment brawl boy singer name change slingshot juvenile detention center 19th century newsboy ,3121
180462,,,,,Drama,,,,,,,Romance,,,,,,,English,    Drama       Romance       English fairy bat pollution environment rainforest logger ,FernGully: The Last Rainforest,13225,44.437,fairy bat pollution environment rainforest logger ,3122
180492,,,Adventure,Comedy,,Family,,,,,,,,TV Movie,,,,,English,  Adventure Comedy  Family        TV Movie     English civil war parent child relationship love of one's life communist adoption plantation longing saigon naval officer indochina extramarital affair 1930s ,Indochine,2731,9.939,civil war parent child relationship love of one's life communist adoption plantation longing saigon naval officer indochina extramarital affair 1930s ,3123
180493,,,,,,,,,,,,,Science Fiction,,,,,,English,            Science Fiction      English undercover investigation police murder drugs infiltrate neo-noir ,Deep Cover,20676,11.544,undercover investigation police murder drugs infiltrate neo-noir ,3124
180500,,,,Comedy,,Family,,,,,,,,TV Movie,,,,,English,   Comedy  Family        TV Movie     English arms smuggling inspector arms dealer hong kong drugs ,Hard Boiled,11782,18.666,arms smuggling inspector arms dealer hong kong drugs ,3125
180501,,,,,,,Fantasy,,,,,,,,,,,,English,      Fantasy            English china martial arts kung fu congress colonisation martial arts master sect kung fu master ,Once Upon a Time in China II,10618,19.195,china martial arts kung fu congress colonisation martial arts master sect kung fu master ,3126
180502,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign sibling relationship chocolate jealousy cooking mexican revolution marriage wedding single mother magic realism ,Like Water for Chocolate,18183,20.412,sibling relationship chocolate jealousy cooking mexican revolution marriage wedding single mother magic realism ,3127
180561,,,,,,,,,,,,,,,Thriller,,,,English,"              Thriller    English london, england coffee flooding strip club dystopia pollution futuristic serial killer cyberpunk creature police detective cult film ",Split Second,13006,12.328,"london, england coffee flooding strip club dystopia pollution futuristic serial killer cyberpunk creature police detective cult film ",3128
180563,,Documentary,,,,,,,,,,,,,,,,,Foreign,,Bastidores Das Filmagens De Um Pornô,716901,12.468,,3129
180570,,,,Comedy,,,,,,,,,,TV Movie,,,,,Foreign,   Comedy          TV Movie     Foreign sheriff new mexico fbi desert suitcase full of money ,White Sands,19380,9.913,sheriff new mexico fbi desert suitcase full of money ,3130
180619,,,Adventure,Comedy,Drama,,,,,,,,,,,,,,English,,Cash on Delivery,172752,10.123,,3131
180647,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign illusion romance ,Midori,53064,18.591,illusion romance ,3132
180697,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English suicide rape manipulation pretended suicide father sociopath teenage girl older man younger woman relationship obsessive love woman director erotic thriller rebellious teenager sex with a minor bad influence ,Poison Ivy,9264,17.943,suicide rape manipulation pretended suicide father sociopath teenage girl older man younger woman relationship obsessive love woman director erotic thriller rebellious teenager sex with a minor bad influence ,3133
180724,,Documentary,,,,,,,,,,,,,,,,,Foreign," Documentary                 Foreign showdown police mixed martial arts los angeles, california rookie cop wisecrack humor buddy cop lapd maverick cop aftercreditsstinger action hero ",Lethal Weapon 3,943,25.587,"showdown police mixed martial arts los angeles, california rookie cop wisecrack humor buddy cop lapd maverick cop aftercreditsstinger action hero ",3134
180736,,,,Comedy,Drama,,,,,,,Romance,,,,,,,Foreign,   Comedy Drama       Romance       Foreign parent child relationship austria bourgeoisie tunesia boys' choir wealth video store death videotape ,Benny's Video,1987,13.812,parent child relationship austria bourgeoisie tunesia boys' choir wealth video store death videotape ,3135
180761,,,Adventure,,,Family,Fantasy,,,,,,,,,,,Animation,Foreign,  Adventure   Family Fantasy           Animation Foreign detective sexual abuse small town drug addiction orgy surreal investigation supernatural murder rural area prostitution cult film psychological horror psychotronic disturbed teenager ,Twin Peaks: Fire Walk with Me,1923,18.554,detective sexual abuse small town drug addiction orgy surreal investigation supernatural murder rural area prostitution cult film psychological horror psychotronic disturbed teenager ,3136
180782,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English prison android spacecraft imprisonment space colony space travel rottweiler dystopia sequel space alien redemption creature planet shaved head crash landing impregnation penal colony furnace suspended animation xenomorph ,Alien³,8077,30.525,prison android spacecraft imprisonment space colony space travel rottweiler dystopia sequel space alien redemption creature planet shaved head crash landing impregnation penal colony furnace suspended animation xenomorph ,3137
180799,,,,Comedy,,,,,,,,Romance,,TV Movie,,,,,Foreign,   Comedy        Romance  TV Movie     Foreign poetry eroticism sculpture friendship surrealism mustache bohemian death personified wanderings pirañera bed ,The Dark Side of the Heart,74938,13.134,poetry eroticism sculpture friendship surrealism mustache bohemian death personified wanderings pirañera bed ,3138
180803,,,,Comedy,,,,,,Music,,,,,,,,,English,"   Comedy      Music         English high school prom fish out of water los angeles, california cavemen frozen alive prehistoric man ",Encino Man,10406,11.609,"high school prom fish out of water los angeles, california cavemen frozen alive prehistoric man ",3139
180804,,,,Comedy,,,,,,,,,,,,,,,Foreign,   Comedy               Foreign father murder american dream suspicion of murder lovers kiss ,Far and Away,11259,20.719,father murder american dream suspicion of murder lovers kiss ,3140
180810,,,,,,,,,Horror,,Mystery,,,,Thriller,,,,Foreign,,The Smile of the Fox,108450,11.855,,3141
180843,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign nun church choir witness protection musical gospel concert murder singer singing nun fish out of water witness to murder mother superior monastery catholic church mob boss ,Sister Act,2005,23.684,nun church choir witness protection musical gospel concert murder singer singing nun fish out of water witness to murder mother superior monastery catholic church mob boss ,3142
180913,,,,,,,,,,,,,,,,,,,Foreign,"                  Foreign assassination washington dc, usa assassin based on novel or book terrorist repayment psychopath revenge ira (irish republican army) jack ryan ",Patriot Games,9869,13.645,"assassination washington dc, usa assassin based on novel or book terrorist repayment psychopath revenge ira (irish republican army) jack ryan ",3143
180914,,,,,Drama,,,,,,,,,TV Movie,,,,,English,    Drama         TV Movie     English poison infidelity new zealand reanimation zombie back from the dead monkey attempted rape cult film wellington new zealand ,Braindead,763,19.876,poison infidelity new zealand reanimation zombie back from the dead monkey attempted rape cult film wellington new zealand ,3144
180979,,,,,Drama,,,,,,,,,,,,,,English,    Drama              English martial arts showdown fight sports action hero ,Kickboxer 3: The Art of War,39027,9.442,martial arts showdown fight sports action hero ,3145
180993,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign lie architect fake identity family ,Housesitter,10407,10.138,lie architect fake identity family ,3146
180994,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign italy beach fascism mediterranean transformation singer war hero air pirate anime ,Porco Rosso,11621,35.788,italy beach fascism mediterranean transformation singer war hero air pirate anime ,3147
181024,,,,Comedy,,,,,,,,,,,,,,,Foreign,   Comedy               Foreign holiday corruption double life crime fighter villain hallucination christmas tree vigilante superhero based on comic revenge dark hero super power super villain deformed bird cage evil circus christmas good versus evil ,Batman Returns,364,62.451,holiday corruption double life crime fighter villain hallucination christmas tree vigilante superhero based on comic revenge dark hero super power super villain deformed bird cage evil circus christmas good versus evil ,3148
181082,,,,,Drama,,,,,,,,,,,,,,English,"    Drama              English corruption prostitute jealousy police stalker murder lawyer los angeles, california motorcycle death argument alarm psycho voyeur neo-noir ",Unlawful Entry,17494,13.233,"corruption prostitute jealousy police stalker murder lawyer los angeles, california motorcycle death argument alarm psycho voyeur neo-noir ",3149
181083,,,,Comedy,,,,,,,,,,,,,,,English,   Comedy               English wuxia ,The Legend of the Swordsman,18672,11.162,wuxia ,3150
181115,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign ladykiller success ladies' man chefin casanova womanizer ,Boomerang,11066,11.606,ladykiller success ladies' man chefin casanova womanizer ,3151
181126,,,,Comedy,Drama,,,,,,,,,,,,,,Foreign,   Comedy Drama              Foreign baseball world war ii sports baseball player female athlete home front woman director 1940s ,A League of Their Own,11287,13.251,baseball world war ii sports baseball player female athlete home front woman director 1940s ,3152
181154,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign pregnancy crooked lawyer dead child corrupt official reform ,"Justice, My Foot!",32517,9.269,pregnancy crooked lawyer dead child corrupt official reform ,3153
181163,,,,,Drama,,,,,,,,,,,,,,English,,Los verduleros 3,204797,12.613,,3154
181169,,,,,Drama,,,,,,,,,,,War,,,Foreign,    Drama           War   Foreign china martial arts thailand police malaysia prison escape hong kong female martial artist illegal drugs stunt master kuala lumpur malaysia ,Police Story 3: Super Cop,11134,22.239,china martial arts thailand police malaysia prison escape hong kong female martial artist illegal drugs stunt master kuala lumpur malaysia ,3155
181203,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign love at first sight body exchange ,Prelude to a Kiss,2613,10.227,love at first sight body exchange ,3156
181204,,,,Comedy,,,,,,,,,,,,,,,Foreign,   Comedy               Foreign seduction comic book cartoon alternate dimension adult animation cartoonist live action and animation ,Cool World,14239,17.331,seduction comic book cartoon alternate dimension adult animation cartoonist live action and animation ,3157
181205,,,,Comedy,Drama,,,,,,,,,,,,,,Foreign,   Comedy Drama              Foreign vietnam barrage revitalization reporter soldier ,Universal Soldier,9349,30.564,vietnam barrage revitalization reporter soldier ,3158
181215,,,,,Drama,,,,,,,,,,Thriller,,,,Foreign,    Drama          Thriller    Foreign fusion anime synthetic android ,Dragon Ball Z: Super Android 13!,39104,97.436,fusion anime synthetic android ,3159
181226,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign eroticism wheelchair married couple cruise longing marriage crisis paralysis sadomasochism voyeurism ,Bitter Moon,10497,23.527,eroticism wheelchair married couple cruise longing marriage crisis paralysis sadomasochism voyeurism ,3160
181233,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign anime ,Dragon Ball Z: Summer Vacation Special,675304,10.492,anime ,3161
181242,,,,,Drama,,,,,,,,,,Thriller,,,,Foreign,    Drama          Thriller    Foreign becoming an adult inventor infant family ,"Honey, I Blew Up the Kid",11158,16.199,becoming an adult inventor infant family ,3162
181280,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign chain ,Full Contact,27073,9.255,chain ,3163
181288,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign cheerleader vampire high school dating fashion unlikely friendship valley girl woman director teenage mortality ,Buffy the Vampire Slayer,10206,16.402,cheerleader vampire high school dating fashion unlikely friendship valley girl woman director teenage mortality ,3164
181289,,Documentary,,,,,,,,,Mystery,,,,,,,,Foreign, Documentary         Mystery        Foreign credit card con artist swindler ,Mo' Money,12251,9.744,credit card con artist swindler ,3165
181290,,,,,,,,,Horror,,,,,,,,,,English,,Mom and Dad Save the World,27295,9.133,,3166
181311,,,Adventure,,,Family,,,,,,,,,,,,,English,  Adventure   Family             English jealousy beauty immortality rivalry potion drinking ,Death Becomes Her,9374,22.578,jealousy beauty immortality rivalry potion drinking ,3167
181326,,,,,,,,,,,,,,,,,,,English,                  English indigenous time community prayer spirituality pagan culture poetic documentary ,Baraka,14002,10.51,indigenous time community prayer spirituality pagan culture poetic documentary ,3168
181340,,,,,,,,,Horror,,,,,,Thriller,,Western,,English,        Horror      Thriller  Western  English martial arts kidnapping ranma ,Ranma ½: The Movie 2 — The Battle of Togenkyo: Rescue the Brides!,37021,15.662,martial arts kidnapping ranma ,3169
181376,,Documentary,,,,,,,,,,,,,,,,,Foreign," Documentary                 Foreign prostitute sheriff regret wyoming, usa right and justice kansas, usa revenge mutilation one last job reputation 19th century englishman pig farmer ",Unforgiven,33,26.314,"prostitute sheriff regret wyoming, usa right and justice kansas, usa revenge mutilation one last job reputation 19th century englishman pig farmer ",3170
181377,,,,,,Family,Fantasy,,,,,,,,,,,Animation,Foreign,     Family Fantasy           Animation Foreign child abuse detective kidnapping attempted murder swamp flashback psychologist hospital evil twin hypnotism multiple personality ,Raising Cain,13937,10.536,child abuse detective kidnapping attempted murder swamp flashback psychologist hospital evil twin hypnotism multiple personality ,3171
181378,,,,,,,,,,,,,Science Fiction,,,,,,Foreign,            Science Fiction      Foreign sibling relationship hero rivalry rescue family escapade save the day young heroes teachers and students teaching the ways of the world eccentric family vigilantism heroic mission power relations laxative ,3 Ninjas,16314,21.418,sibling relationship hero rivalry rescue family escapade save the day young heroes teachers and students teaching the ways of the world eccentric family vigilantism heroic mission power relations laxative ,3172
181423,,,,,,,,,,,,,Science Fiction,,,,,,English,            Science Fiction      English transporter con man sports boxing ,Diggstown,19143,12.845,transporter con man sports boxing ,3173
181424,,Documentary,,,,,,,,,,,,TV Movie,,,,,Foreign, Documentary            TV Movie     Foreign stalker remote control puppy lesbian relationship basement photograph surprise party mental illness business card ice cream stairway software ,Single White Female,9605,12.94,stalker remote control puppy lesbian relationship basement photograph surprise party mental illness business card ice cream stairway software ,3174
